"","V1","value"
"3317","delírium",-1
"3318","démon",-1
"3319","démonizál",-1
"3320","demoralizál",-1
"3321","demoralizáló",-1
"3322","denunciál",-1
"3323","dependens",-1
"3324","depis",-1
"3325","deportál",-1
"3326","depresszió",-1
"3327","depressziós",-1
"3328","deprimált",-1
"3329","dermesztõ",-1
"3330","derogál",-1
"3331","despota",-1
"3332","destabilizáció",-1
"3333","destabilizál",-1
"3334","destruktív",-1
"3335","deviancia",-1
"3336","deviáns",-1
"3337","devizahiteles",-1
"3338","dicsekedik",-1
"3339","dicsekedõ",-1
"3340","dicsekszik",-1
"3341","dicsekvõ",-1
"3342","dicstelen",-1
"3343","difi",-1
"3344","diktátor",-1
"3345","diktatórikus",-1
"3346","dilemma",-1
"3347","díler",-1
"3348","dilettáns",-1
"3349","dilibogyó",-1
"3350","dilibogyós",-1
"3351","dilinyós",-1
"3352","dilló",-1
"3353","diló",-1
"3354","dirigál",-1
"3355","dirigátor",-1
"3356","diszharmónia",-1
"3357","diszharmonikus",-1
"3358","diszkótabletta",-1
"3359","diszkrimináció",-1
"3360","diszkriminál",-1
"3361","diszociális",-1
"3362","disszociális",-1
"3363","disszonancia",-1
"3364","disszonáns",-1
"3365","divatjamúlt",-1
"3366","dogmatikus",-1
"3367","dohos",-1
"3368","dolgavégezetlen",-1
"3369","dologkerülõ",-1
"3370","dologtalan",-1
"3371","doppingol",-1
"3372","doppingszer",-1
"3373","dorgál",-1
"3374","dorgálás",-1
"3375","döbbenet",-1
"3376","döbbent",-1
"3377","döbbenve",-1
"3378","döcög",-1
"3379","döcögõs",-1
"3380","döghalál",-1
"3381","döglõdik",-1
"3382","döglött",-1
"3383","dögunalom",-1
"3384","dögvész",-1
"3385","dölyfös",-1
"3386","döntésképtelen",-1
"3387","dõre",-1
"3388","drákói",-1
"3389","drogos",-1
"3390","duci",-1
"3391","dudva",-1
"3392","dugulás",-1
"3393","duhaj",-1
"3394","dúl-fúl",-1
"3395","dulakodik",-1
"3396","dundi",-1
"3397","durakodik",-1
"3398","durcás",-1
"3399","durvaság",-1
"3400","duzzadt",-1
"3401","duzzanat",-1
"3402","duzzog",-1
"3403","duzzogó",-1
"3404","dübörgés",-1
"3405","düh",-1
"3406","dühít",-1
"3407","dühítõ",-1
"3408","dühítõen",-1
"3409","dühkitörés",-1
"3410","dühödt",-1
"3411","dühöng",-1
"3412","dühöngõ",-1
"3413","dühös",-1
"3414","dühösen",-1
"3415","dühösség",-1
"3416","dühroham",-1
"3417","düledezõ",-1
"3418","dülöngél",-1
"3419","dzsuva",-1
"3420","dzsuvás",-1
"3421","ebugatta",-1
"3422","égésnyom",-1
"3423","egészségkárosító",-1
"3424","egészségtelen",-1
"3425","egocentrikus",-1
"3426","egoista",-1
"3427","egoizmus",-1
"3428","egyeduralmi",-1
"3429","egyeduralom",-1
"3430","egyhangú",-1
"3431","egyhangúság",-1
"3432","egykedvû",-1
"3433","egykedvûen",-1
"3434","egykutya",-1
"3435","egyoldalú",-1
"3436","egyoldalúság",-1
"3437","egypártrendszer",-1
"3438","egysíkú",-1
"3439","együgyû",-1
"3440","éhbér",-1
"3441","éhen-szomjan",-1
"3442","éhenkórász",-1
"3443","ehetetlen",-1
"3444","éhezés",-1
"3445","éhezik",-1
"3446","éhhalál",-1
"3447","éhínség",-1
"3448","éktelen",-1
"3449","eladósodik",-1
"3450","eladósodott",-1
"3451","elaggás",-1
"3452","elaggott",-1
"3453","elagyabugyál",-1
"3454","elakad",-1
"3455","elakadás",-1
"3456","elállatiasít",-1
"3457","elárul",-1
"3458","elaszik",-1
"3459","elátkoz",-1
"3460","elátkozott",-1
"3461","elátkozottság",-1
"3462","elavult",-1
"3463","elázott",-1
"3464","elbagatellizál",-1
"3465","elbaltáz",-1
"3466","elbanalizál",-1
"3467","elbasz",-1
"3468","elbátortalanít",-1
"3469","elbátortalanította",-1
"3470","elbizakodott",-1
"3471","elbizakodottságból",-1
"3472","elbocsát",-1
"3473","elbocsátás",-1
"3474","elbocsátott",-1
"3475","elborzaszt",-1
"3476","elbotlik",-1
"3477","elbukik",-1
"3478","elburkol",-1
"3479","élcelõdik",-1
"3480","élces",-1
"3481","elcsen",-1
"3482","elcsépelt",-1
"3483","elcsesz",-1
"3484","elcsigáz",-1
"3485","elcsigázott",-1
"3486","elcsökevényesedés",-1
"3487","elcsüggedt",-1
"3488","elcsüggeszt",-1
"3489","elcsüggesztõ",-1
"3490","eldönget",-1
"3491","eldönthetetlen",-1
"3492","eldugul",-1
"3493","eldugult",-1
"3494","eldurvul",-1
"3495","elégedetlen",-1
"3496","elégedetlenkedõ",-1
"3497","elégedetlenség",-1
"3498","elégedetlenül",-1
"3499","elégikus",-1
"3500","elégtelen",-1
"3501","elégtelenség",-1
"3502","élelmiszerhiány",-1
"3503","elembertelenít",-1
"3504","elenyészik",-1
"3505","elérhetetlen",-1
"3506","elernyedt",-1
"3507","elértéktelenedett",-1
"3508","elértéktelenedik",-1
"3509","elesett",-1
"3510","életlen",-1
"3511","élettelen",-1
"3512","életunt",-1
"3513","életveszélyes",-1
"3514","elfajult",-1
"3515","elfajzik",-1
"3516","elfecsérel",-1
"3517","elfenekel",-1
"3518","elferdít",-1
"3519","elferdítés",-1
"3520","elfogadhatatlan",-1
"3521","elfogadhatatlanul",-1
"3522","elfogódott",-1
"3523","elfogult",-1
"3524","elfogultság",-1
"3525","elfojt",-1
"3526","elfonnyad",-1
"3527","elfuserál",-1
"3528","elgáncsol",-1
"3529","elgázol",-1
"3530","elgyengít",-1
"3531","elgyöngít",-1
"3532","elgyötört",-1
"3533","elhagyatott",-1
"3534","elhagyatottan",-1
"3535","elhagyott",-1
"3536","elhajlás",-1
"3537","elhajlik",-1
"3538","elhal",-1
"3539","elhallgat",-1
"3540","elhallgattat",-1
"3541","elhaló",-1
"3542","elhamarkodott",-1
"3543","elhanyagolás",-1
"3544","elhanyagolható",-1
"3545","elhanyagolt",-1
"3546","elhanyagoltság",-1
"3547","elháríthatatlan",-1
"3548","elhasal",-1
"3549","elhasznál",-1
"3550","elhasznált",-1
"3551","elhatalmadosik",-1
"3552","elherdál",-1
"3553","elhervad",-1
"3554","élhetetlen",-1
"3555","elhidegül",-1
"3556","elhidegült",-1
"3557","elhízott",-1
"3558","elhomályosít",-1
"3559","elhomályosítás",-1
"3560","elhomályosítja",-1
"3561","elhull",-1
"3562","elhullott",-1
"3563","elhunyt",-1
"3564","elhurcol",-1
"3565","elidegenedett",-1
"3566","elidegenedik",-1
"3567","elidegenít",-1
"3568","elidegenítés",-1
"3569","elidegenített",-1
"3570","elintézetlen",-1
"3571","eliszik",-1
"3572","elítélendõ",-1
"3573","elkábít",-1
"3574","elkábul",-1
"3575","elkalapál",-1
"3576","elkámpicsorodik",-1
"3577","elkámpicsorodott",-1
"3578","elkedvetlenedett",-1
"3579","elkedvetlenít",-1
"3580","elkedvetlenítés",-1
"3581","elkenõdött",-1
"3582","elkényeztet",-1
"3583","elkényeztetett",-1
"3584","elkerülhetetlen",-1
"3585","elkerülhetetlenül",-1
"3586","elkeseredés",-1
"3587","elkeseredett",-1
"3588","elkeseredettség",-1
"3589","elkeserít",-1
"3590","elkeserítõ",-1
"3591","elkésett",-1
"3592","elkésik",-1
"3593","elkínzott",-1
"3594","elkoboz",-1
"3595","elkomorul",-1
"3596","elkótyavegyél",-1
"3597","elkótyavetyél",-1
"3598","elködösít",-1
"3599","elkövetõ",-1
"3600","elkummant",-1
"3601","elkúr",-1
"3602","ellehetetlenít",-1
"3603","ellenérzés",-1
"3604","ellenkezés",-1
"3605","ellenlábas",-1
"3606","ellenõrizetlen",-1
"3607","ellenõrizhetetlen",-1
"3608","ellenség",-1
"3609","ellenséges",-1
"3610","ellenségesen",-1
"3611","ellenségeskedés",-1
"3612","ellenszegül",-1
"3613","ellenszegülés",-1
"3614","ellenszenv",-1
"3615","ellenszenves",-1
"3616","ellentmond",-1
"3617","ellentmondás",-1
"3618","ellentmondó",-1
"3619","elmaradott",-1
"3620","elmarasztal",-1
"3621","elmaszatolódik",-1
"3622","elmebajos",-1
"3623","elmebeteg",-1
"3624","elmeháborodott",-1
"3625","elmérgesedik",-1
"3626","elmérgesít",-1
"3627","elmeroggyant",-1
"3628","elmezavarodott",-1
"3629","elmismásol",-1
"3630","elmosódott",-1
"3631","elnaggyáz",-1
"3632","elnaggyázott",-1
"3633","elnáspángol",-1
"3634","elnéz",-1
"3635","elnyom",-1
"3636","elnyomás",-1
"3637","elnyomja",-1
"3638","elnyomó",-1
"3639","elnyûtt",-1
"3640","elodáz",-1
"3641","elodázódik",-1
"3642","elolvashatatlan",-1
"3643","elormótlanodik",-1
"3644","elõítélet",-1
"3645","elõítéletek",-1
"3646","elõítéletes",-1
"3647","elõkelõsködõ",-1
"3648","elõnytelen",-1
"3649","elõreláthatatlan",-1
"3650","élõsködik",-1
"3651","élõsködõ",-1
"3652","elpáhol",-1
"3653","elpazarol",-1
"3654","elpazarolt",-1
"3655","elperel",-1
"3656","elpityeredik",-1
"3657","elpocsékol",-1
"3658","elporol",-1
"3659","elpusztít",-1
"3660","elpusztított",-1
"3661","elpusztul",-1
"3662","elpusztult",-1
"3663","elpuszult",-1
"3664","elpüföl",-1
"3665","elrabol",-1
"3666","elrettent",-1
"3667","elrettentõ",-1
"3668","elrettentõen",-1
"3669","elriaszt",-1
"3670","elrohad",-1
"3671","elront",-1
"3672","elrontott",-1
"3673","elrozsdásodik",-1
"3674","elsápad",-1
"3675","elsinkófál",-1
"3676","elsorvad",-1
"3677","elsumákol",-1
"3678","elszed",-1
"3679","elszegényedett",-1
"3680","elszegényít",-1
"3681","elszigetel",-1
"3682","elszigetelõdik",-1
"3683","elszigetelt",-1
"3684","elszigeteltség",-1
"3685","elszigeteltség-érzet",-1
"3686","elszól",-1
"3687","elszólás",-1
"3688","elszomorít",-1
"3689","elszontyolodott",-1
"3690","elszörnyedt",-1
"3691","eltaccsol",-1
"3692","eltaknyol",-1
"3693","eltanácsol",-1
"3694","eltángál",-1
"3695","eltanyál",-1
"3696","eltaszít",-1
"3697","eltékozol",-1
"3698","eltérít",-1
"3699","eltéved",-1
"3700","eltévelyedik",-1
"3701","eltitkol",-1
"3702","eltorzít",-1
"3703","eltorzul",-1
"3704","eltorzult",-1
"3705","eltömõdik",-1
"3706","eltömõdött",-1
"3707","eltulajdonít",-1
"3708","eltúloz",-1
"3709","eltussol",-1
"3710","eluralkodik",-1
"3711","elutasít",-1
"3712","elutasítás",-1
"3713","elutasítja",-1
"3714","elutasító",-1
"3715","elutasítóan",-1
"3716","elutasították",-1
"3717","elvágódik",-1
"3718","elvakít",-1
"3719","elvakult",-1
"3720","elválaszt",-1
"3721","elvérzik",-1
"3722","elveszett",-1
"3723","elveszít",-1
"3724","elveszteget",-1
"3725","elvét",-1
"3726","elvetemült",-1
"3727","élvezkedik",-1
"3728","élvhajhász",-1
"3729","elviselhetetlen",-1
"3730","elviselhetetlenül",-1
"3731","elvonszolhatatlan",-1
"3732","elzavar",-1
"3733","elzavarják",-1
"3734","emberkerülõ",-1
"3735","emberkísérlet",-1
"3736","emberölés",-1
"3737","emberölõ",-1
"3738","embertelen",-1
"3739","embertelenség",-1
"3740","émelyeg",-1
"3741","émelygés",-1
"3742","émelyítõ",-1
"3743","émelyítõen",-1
"3744","emészthetetlen",-1
"3745","enervált",-1
"3746","engedetlen",-1
"3747","engedetlenség",-1
"3748","engesztelhetetlen",-1
"3749","enyészet",-1
"3750","enyves",-1
"3751","epegörcs",-1
"3752","epekedik",-1
"3753","epekõ",-1
"3754","epés",-1
"3755","érdekellentét",-1
"3756","érdekember",-1
"3757","érdektelen",-1
"3758","érdektelenség",-1
"3759","érdekütközés",-1
"3760","eredménytelen",-1
"3761","eredménytelenség",-1
"3762","eredménytelenül",-1
"3763","erélyes",-1
"3764","éretlen",-1
"3765","ergya",-1
"3766","erkölcstelen",-1
"3767","erkölcstelenség",-1
"3768","erkölcstelenül",-1
"3769","erõltetett",-1
"3770","erõszak",-1
"3771","erõszakos",-1
"3772","erõszakosan",-1
"3773","erõszakoskodik",-1
"3774","erõszakosság",-1
"3775","erõtlen",-1
"3776","értéktelen",-1
"3777","értéktelenség",-1
"3778","értelmetlen",-1
"3779","értelmetlenül",-1
"3780","értetlen",-1
"3781","értetlenkedés",-1
"3782","értetlenség",-1
"3783","érthetetlen",-1
"3784","érvénytelen",-1
"3785","érvénytelenít",-1
"3786","érzéketlen",-1
"3787","érzéketlenség",-1
"3788","esélytelen",-1
"3789","eseménytelen",-1
"3790","esetlen",-1
"3791","eszefogyott",-1
"3792","eszelõs",-1
"3793","eszement",-1
"3794","eszetlen",-1
"3795","eszeveszett",-1
"3796","észrevehetetlen",-1
"3797","ésszerûtlen",-1
"3798","esztelen",-1
"3799","esztelenség",-1
"3800","etikátlan",-1
"3801","étlen-szomjan",-1
"3802","étvágytalan",-1
"3803","évõdik",-1
"3804","exhibicionista",-1
"3805","exitálás",-1
"3806","ezredrangú",-1
"3807","faarc",-1
"3808","fafej",-1
"3809","fafejû",-1
"3810","faggat",-1
"3811","faggatózó",-1
"3812","fáj",-1
"3813","fajankó",-1
"3814","fájás",-1
"3815","fájdalmas",-1
"3816","fájdalom",-1
"3817","fájdalommal",-1
"3818","fajgyûlölõ",-1
"3819","fajirtás",-1
"3820","fájlal",-1
"3821","fájó",-1
"3822","fájogat",-1
"3823","fajtalankodik",-1
"3824","fajtalankodó",-1
"3825","fajtalanság",-1
"3826","fake",-1
"3827","fakó",-1
"3828","fal",-1
"3829","falánk",-1
"3830","fals",-1
"3831","fanatikus",-1
"3832","fanatikusan",-1
"3833","fanatizmus",-1
"3834","fancsali",-1
"3835","fantazmagória",-1
"3836","fantom",-1
"3837","fanyalgó",-1
"3838","fapina",-1
"3839","fapofa",-1
"3840","fáradalmas",-1
"3841","fáradságos",-1
"3842","fáradt",-1
"3843","fáradtság",-1
"3844","fáradtságos",-1
"3845","faragatlan",-1
"3846","faramuci",-1
"3847","fáraszt",-1
"3848","fárasztó",-1
"3849","fasiszta",-1
"3850","fasizmus",-1
"3851","fásult",-1
"3852","fásultság",-1
"3853","fasz",-1
"3854","faszfej",-1
"3855","faszol",-1
"3856","faszos",-1
"3857","faszság",-1
"3858","faszszopó",-1
"3859","fatalista",-1
"3860","fattyú",-1
"3861","fecseg",-1
"3862","fecsérlõ",-1
"3863","fedd",-1
"3864","fedezetlen",-1
"3865","fegyelmezetlen",-1
"3866","fegyelmezetlenség",-1
"3867","fegyenc",-1
"3868","fejetlen",-1
"3869","fejetlenség",-1
"3870","fejfájás",-1
"3871","fejfájós",-1
"3872","fejgörcs",-1
"3873","fejletlen",-1
"3874","fejvesztés",-1
"3875","fejvesztettség",-1
"3876","fekély",-1
"3877","fékezhetetlen",-1
"3878","fél",-1
"3879","feláldoz",-1
"3880","feláldozta",-1
"3881","félbehagy",-1
"3882","félbehagyott",-1
"3883","félbemaradt",-1
"3884","félbeszakadt",-1
"3885","félbeszakít",-1
"3886","félbeszakítás",-1
"3887","felbillen",-1
"3888","felborul",-1
"3889","felbosszant",-1
"3890","felbõszít",-1
"3891","felbõszült",-1
"3892","felbujtó",-1
"3893","félcédulás",-1
"3894","felcukkol",-1
"3895","felcsinál",-1
"3896","felcsinálták",-1
"3897","féldeszkás",-1
"3898","feldolgozhatatlan",-1
"3899","feldúl",-1
"3900","feldúlt",-1
"3901","feldügödött",-1
"3902","feldühít",-1
"3903","feldühített",-1
"3904","feldühödött",-1
"3905","felébõl-nagyjából",-1
"3906","feledékeny",-1
"3907","feledékenység",-1
"3908","felél",-1
"3909","félelem",-1
"3910","félelmek",-1
"3911","félelmetes",-1
"3912","felelõtlen",-1
"3913","felelõtlenség",-1
"3914","felemészt",-1
"3915","félénk",-1
"3916","félénken",-1
"3917","félénkség",-1
"3918","felépíthetetlen",-1
"3919","felesel",-1
"3920","feleselõ",-1
"3921","felesleges",-1
"3922","féleszû",-1
"3923","felfekvés",-1
"3924","felfoghatatlan",-1
"3925","felfordul",-1
"3926","felfordulás",-1
"3927","felforgat",-1
"3928","felforgatás",-1
"3929","felforgató",-1
"3930","felfortyan",-1
"3931","felfuvalkodott",-1
"3932","felfúvalkodott",-1
"3933","felfüggesztés",-1
"3934","felháborító",-1
"3935","felháborodás",-1
"3936","felháborodik",-1
"3937","felháborodott",-1
"3938","felháborodva",-1
"3939","felhasználhatatlan",-1
"3940","felhorkan",-1
"3941","felhorzsol",-1
"3942","felibõl-nagyjából",-1
"3943","felindultság",-1
"3944","feljelent",-1
"3945","feljelentés",-1
"3946","felkavaró",-1
"3947","félkegyelmû",-1
"3948","felkészületlen",-1
"3949","félkezû",-1
"3950","féllábú",-1
"3951","fellengõs",-1
"3952","fellengzõs",-1
"3953","felmérhetetlen",-1
"3954","félnótás",-1
"3955","félõ",-1
"3956","félõs",-1
"3957","felpaprikázott",-1
"3958","felpuffad",-1
"3959","felpüffed",-1
"3960","félrebeszél",-1
"3961","félredefiniál",-1
"3962","félreért",-1
"3963","félreértés",-1
"3964","félreértett",-1
"3965","félreérthetõ",-1
"3966","félrekezel",-1
"3967","félrekúr",-1
"3968","félremagyaráz",-1
"3969","félrészeg",-1
"3970","félrevezet",-1
"3971","félrevezetés",-1
"3972","félrevezethetõ",-1
"3973","félrevezetõ",-1
"3974","felrobban",-1
"3975","felségárulás",-1
"3976","felsért",-1
"3977","felsõbbrendûség",-1
"3978","felspanolt",-1
"3979","felsül",-1
"3980","felsülés",-1
"3981","félsz",-1
"3982","felszarvaz",-1
"3983","félszeg",-1
"3984","félszemû",-1
"3985","felszínes",-1
"3986","féltékeny",-1
"3987","féltékenykedik",-1
"3988","feltûnõsködõ",-1
"3989","feltüzelt",-1
"3990","felülbecsült",-1
"3991","felületes",-1
"3992","felületesen",-1
"3993","felületesség",-1
"3994","felültet",-1
"3995","felvág",-1
"3996","felvágós",-1
"3997","félvállról",-1
"3998","fene",-1
"3999","fennakadás",-1
"4000","fennhéjáz",-1
"4001","fennhéjázó",-1
"4002","fenntarthatatlan",-1
"4003","fenyeget",-1
"4004","fenyegetés",-1
"4005","fenyegetések",-1
"4006","fenyegetettség",-1
"4007","fenyegetõ",-1
"4008","fenyegetõzik",-1
"4009","fenyít",-1
"4010","ferdehajlam",-1
"4011","féreg",-1
"4012","férfiatlan",-1
"4013","férgek",-1
"4014","fertõz",-1
"4015","fertõzés",-1
"4016","fertõzõ",-1
"4017","fertõzõdés",-1
"4018","fertõzõképesség",-1
"4019","fertõzött",-1
"4020","feslett",-1
"4021","feszélyezett",-1
"4022","feszélyezõ",-1
"4023","feszeng",-1
"4024","fészkelõdik",-1
"4025","feszült",-1
"4026","feszültség",-1
"4027","fetreng",-1
"4028","fiaskó",-1
"4029","ficam",-1
"4030","figyelemzavaros",-1
"4031","figyelmetlen",-1
"4032","figyelmeztet",-1
"4033","figyelmeztetés",-1
"4034","fika",-1
"4035","fikarcnyi",-1
"4036","fikáz",-1
"4037","filléreskedõ",-1
"4038","fing",-1
"4039","fingató",-1
"4040","fintor",-1
"4041","fintorogva",-1
"4042","finnyás",-1
"4043","finnyáskodó",-1
"4044","fitogtat",-1
"4045","fitymál",-1
"4046","fizetésképtelen",-1
"4047","fizetésképtelenség",-1
"4048","fizetõképtelen",-1
"4049","flancol",-1
"4050","flegma",-1
"4051","flegmatikus",-1
"4052","fleknis",-1
"4053","flepnis",-1
"4054","flúgos",-1
"4055","fóbia",-1
"4056","fóbiás",-1
"4057","foghíjas",-1
"4058","fogoly",-1
"4059","fogság",-1
"4060","fogvatartott",-1
"4061","fogyatékos",-1
"4062","fogyatékosság",-1
"4063","fojtás",-1
"4064","fojtó",-1
"4065","fojtogat",-1
"4066","fojtogató",-1
"4067","fontoskodás",-1
"4068","fontoskodó",-1
"4069","fonnyadozik",-1
"4070","fonnyadt",-1
"4071","forrófejû",-1
"4072","forrongó",-1
"4073","forszíroz",-1
"4074","fortyog",-1
"4075","fos",-1
"4076","fosik",-1
"4077","foszlány",-1
"4078","fosztogat",-1
"4079","fosztogatás",-1
"4080","fosztogató",-1
"4081","földhözragadt",-1
"4082","földönfutó",-1
"4083","fölényes",-1
"4084","fölényeskedik",-1
"4085","fölényeskedõ",-1
"4086","fölételepszik",-1
"4087","fölösleg",-1
"4088","fölösleges",-1
"4089","fölsértõ",-1
"4090","förmedvény",-1
"4091","förtelmes",-1
"4092","förtelmesen",-1
"4093","fösvény",-1
"4094","fõvesztés",-1
"4095","franc",-1
"4096","francos",-1
"4097","fránya",-1
"4098","frász",-1
"4099","frigid",-1
"4100","frivol",-1
"4101","frusztráció",-1
"4102","frusztrál",-1
"4103","frusztráló",-1
"4104","frusztrált",-1
"4105","frusztráltság",-1
"4106","fujjog",-1
"4107","fújjog",-1
"4108","fújog",-1
"4109","fújtat",-1
"4110","fukar",-1
"4111","fukarul",-1
"4112","fulladás",-1
"4113","fullasztó",-1
"4114","fullasztóan",-1
"4115","fundamentalista",-1
"4116","fundamentalizmus",-1
"4117","funkciótlan",-1
"4118","fura",-1
"4119","furakodik",-1
"4120","furakszik",-1
"4121","furcsa",-1
"4122","furcsán",-1
"4123","fúria",-1
"4124","furunkulus",-1
"4125","fuser",-1
"4126","fusermunka",-1
"4127","futtat",-1
"4128","futtató",-1
"4129","füllentés",-1
"4130","füllentõ",-1
"4131","fülsértõ",-1
"4132","fülsüketítõ",-1
"4133","fülykös",-1
"4134","fûszerezeltlen",-1
"4135","fütyi",-1
"4136","gagyi",-1
"4137","galád",-1
"4138","galádság",-1
"4139","galeri",-1
"4140","galiba",-1
"4141","gáncsoskodó",-1
"4142","gané",-1
"4143","ganés",-1
"4144","gány",-1
"4145","garasoskodó",-1
"4146","garázdálkodik",-1
"4147","gátlás",-1
"4148","gátlástalan",-1
"4149","gátlástalanul",-1
"4150","gazdaságtalan",-1
"4151","gazember",-1
"4152","gazemberek",-1
"4153","gazemberség",-1
"4154","gazfickó",-1
"4155","gaztett",-1
"4156","gaztevõ",-1
"4157","gebe",-1
"4158","geci",-1
"4159","gégerák",-1
"4160","geil",-1
"4161","gejl",-1
"4162","gengszter",-1
"4163","genny",-1
"4164","gennyedzik",-1
"4165","gennyes",-1
"4166","gerinctelen",-1
"4167","gettó",-1
"4168","giccses",-1
"4169","gikszer",-1
"4170","girhes",-1
"4171","girnyó",-1
"4172","gizda",-1
"4173","gizgaz",-1
"4174","gombásodik",-1
"4175","gond",-1
"4176","gondatlan",-1
"4177","gondatlanság",-1
"4178","gondatlanul",-1
"4179","gondozatlan",-1
"4180","gondterhelt",-1
"4181","gondterhes",-1
"4182","gonosz",-1
"4183","gonoszkodás",-1
"4184","gonoszság",-1
"4185","gonosztevõ",-1
"4186","gonoszul",-1
"4187","goromba",-1
"4188","gõg",-1
"4189","gõgös",-1
"4190","görcs",-1
"4191","görcsöl",-1
"4192","görény",-1
"4193","görnyed",-1
"4194","göröngyös",-1
"4195","groteszk",-1
"4196","gúny",-1
"4197","gúnymosoly",-1
"4198","gúnyol",-1
"4199","gúnyoldódás",-1
"4200","gúnyolódás",-1
"4201","gúnyolódik",-1
"4202","gúnyolódó",-1
"4203","gunyoros",-1
"4204","gúnyos",-1
"4205","gúnyosan",-1
"4206","gusztustalan",-1
"4207","gügye",-1
"4208","güzü",-1
"4209","gyagya",-1
"4210","gyagyás",-1
"4211","gyaláz",-1
"4212","gyalázat",-1
"4213","gyalázatos",-1
"4214","gyalázatosan",-1
"4215","gyalázkodás",-1
"4216","gyalázkodik",-1
"4217","gyalázkodó",-1
"4218","gyalázó",-1
"4219","gyámoltalan",-1
"4220","gyanakvó",-1
"4221","gyanúsítás",-1
"4222","gyanúsítgat",-1
"4223","gyanútlan",-1
"4224","gyarló",-1
"4225","gyász",-1
"4226","gyászol",-1
"4227","gyászoló",-1
"4228","gyászos",-1
"4229","gyatra",-1
"4230","gyáva",-1
"4231","gyáván",-1
"4232","gyenge",-1
"4233","gyengeelméjû",-1
"4234","gyengélkedés",-1
"4235","gyengélkedik",-1
"4236","gyengélkedõ",-1
"4237","gyengeség",-1
"4238","gyengeségek",-1
"4239","gyepál",-1
"4240","gyér",-1
"4241","gyerekes",-1
"4242","gyermeteg",-1
"4243","gyilkol",-1
"4244","gyilkos",-1
"4245","gyilok",-1
"4246","gyógyíthatatlan",-1
"4247","gyogyós",-1
"4248","gyom",-1
"4249","gyomorégés",-1
"4250","gyomorfájás",-1
"4251","gyomorfekély",-1
"4252","gyomorforgató",-1
"4253","gyomorrák",-1
"4254","gyötör",-1
"4255","gyötört",-1
"4256","gyötrelem",-1
"4257","gyötrelmes",-1
"4258","gyötrelmesen",-1
"4259","gyötrõ",-1
"4260","gyötrõdés",-1
"4261","gyötrõdik",-1
"4262","gyulladás",-1
"4263","gyulladt",-1
"4264","gyurcsányol",-1
"4265","gyülevész",-1
"4266","gyûlöl",-1
"4267","gyûlölet",-1
"4268","gyûlöletes",-1
"4269","gyûlölködés",-1
"4270","gyûlölködve",-1
"4271","gyûlölõ",-1
"4272","gyûlölt",-1
"4273","hablatyol",-1
"4274","habog",-1
"4275","habókos",-1
"4276","háborgat",-1
"4277","háborgó",-1
"4278","háború",-1
"4279","háborús",-1
"4280","háborúskodik",-1
"4281","háborúzik",-1
"4282","haboz",-1
"4283","habozik",-1
"4284","habozó",-1
"4285","hadakozó",-1
"4286","hadifogoly",-1
"4287","hadjárat",-1
"4288","hadova",-1
"4289","hadovál",-1
"4290","hadviselés",-1
"4291","hadviselõ",-1
"4292","hagymaszagú",-1
"4293","hájas",-1
"4294","hajcihõ",-1
"4295","hájfej",-1
"4296","hajhász",-1
"4297","hajhullás",-1
"4298","hajkurász",-1
"4299","hajléktalan",-1
"4300","hajmeresztõ",-1
"4301","hájpacni",-1
"4302","hajszol",-1
"4303","hajszolt",-1
"4304","hajthatatlanul",-1
"4305","hajtóvadászat",-1
"4306","haláleset",-1
"4307","halálos",-1
"4308","halálraítélt",-1
"4309","haláltusa",-1
"4310","halandzsa",-1
"4311","halandzsázik",-1
"4312","hálátlan",-1
"4313","hálátlanság",-1
"4314","haldoklik",-1
"4315","haldokló",-1
"4316","hallucináció",-1
"4317","hallucinál",-1
"4318","halogat",-1
"4319","halogatás",-1
"4320","halott",-1
"4321","halvérû",-1
"4322","hályog",-1
"4323","hamis",-1
"4324","hamisít",-1
"4325","hamisítás",-1
"4326","hamisított",-1
"4327","hamisítvány",-1
"4328","hamisjátékos",-1
"4329","hamiskártyás",-1
"4330","hangoskodás",-1
"4331","hangoskodó",-1
"4332","hangulatingadozás",-1
"4333","hangzavar",-1
"4334","hangyás",-1
"4335","hanta",-1
"4336","hantás",-1
"4337","hantázás",-1
"4338","hantázik",-1
"4339","hány",-1
"4340","hányadék",-1
"4341","hanyag",-1
"4342","hanyagul",-1
"4343","hányás",-1
"4344","hanyatlás",-1
"4345","hanyatlik",-1
"4346","hanyatló",-1
"4347","hányattatás",-1
"4348","hányaveti",-1
"4349","hányinger",-1
"4350","hánykolódik",-1
"4351","hányódik",-1
"4352","hányt",-1
"4353","harag",-1
"4354","haragos",-1
"4355","haragtartó",-1
"4356","haragvó",-1
"4357","haramia",-1
"4358","harapós",-1
"4359","harc",-1
"4360","harcias",-1
"4361","harciasan",-1
"4362","harciasság",-1
"4363","harmadrangú",-1
"4364","hárpia",-1
"4365","harsányan",-1
"4366","hascsikarás",-1
"4367","hasfájás",-1
"4368","hasogató",-1
"4369","haspók",-1
"4370","használhatatlan",-1
"4371","használhatatlanul",-1
"4372","hasznavehetetlen",-1
"4373","haszontalan",-1
"4374","haszontalanság",-1
"4375","hatalmaskodik",-1
"4376","hatalmaskodó",-1
"4377","határozatlan",-1
"4378","határozatlankodik",-1
"4379","határozatlanság",-1
"4380","határozatlanul",-1
